Causa - CID-BR-10,<1,1 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 24 anos,25 a 29 anos,30 a 34 anos,35 a 39 anos,40 a 44 anos,45 a 49 anos,50 a 54 anos,55 a 59 anos,60 a 64 anos,65 a 69 anos,70 a 74 anos,75 a 79 anos,80 anos e mais,Total,tipologia,sexo,ano,estado
032-052 NEOPLASIAS,2.2671991113154064,3.5440557828617534,5.481069230120584,4.858711369262064,8.918371107425834,11.976317507485199,10.779436152570481,16.97722567287785,31.91031994562028,48.34000603355268,75.88764877959068,108.47653623773027,158.0439627633825,185.7261268919418,222.28542787130448,244.59851290631255,211.7348075808784,401.99160420774103,1753.797339151974,U,M,2021,Bahia
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,1.889332592762839,0.7875679517470562,1.1745148350258392,1.1212410852143224,1.6215220195319695,2.9940793768712988,1.2437810945273633,2.8985507246376807,2.0455333298474545,3.750517709499778,7.793866631417421,8.156130544190246,3.6010016832163085,4.7929323068888205,4.754768510616138,4.703817555890626,6.332255927652439,17.123374621425075,76.78478850096268,U,M,2021,Bahia
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",4.534398222630813,2.3627038552411688,0.7830098900172261,1.1212410852143224,2.837663534180947,2.138628126336643,4.975124378109453,12.008281573498964,11.454986647145743,20.00276111733215,30.76526301875298,44.85871799304634,60.81691731654209,83.47690434498028,92.71798595701469,105.8358950075391,101.71186083791731,231.57325678498665,813.9755996904869,U,M,2021,Bahia
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,0,0,0,0,0.40538050488299243,3.849530627405956,5.80431177446103,15.32091097308488,22.091759962352505,27.087072346387288,32.81628055333652,34.66355481280854,42.41179760232543,29.157004866906984,18.622843333246546,16.463361445617192,13.060277850783157,20.79266918315902,282.54675583675805,U,M,2021,Bahia
060-063 DOENÇAS DO SISTEMA NERVOSO,1.1335995556577032,3.150271806988225,3.915049450086131,4.858711369262064,6.486088078127879,7.699061254811912,8.291873963515755,4.554865424430642,5.7274933235728716,12.085001508388173,10.665291179834366,17.12787414279952,12.803561540324656,13.979385895092395,17.830381914810516,19.599239816210947,26.91208769252287,109.67113745627012,286.49097537270677,U,M,2021,Bahia
064 DOENÇAS DOS OLHOS E ANEXOS,0,0,0,0,0,0,0,0,0,0,0.4102035069167064,0,0,0.3994110255740683,0.3962307092180115,0,0,0,1.2058452417087862,U,M,2021,Bahia
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,0,0,0,0,0.40538050488299243,0,0,0,0.40910666596949075,0.41672418994441973,0,0,0,0,0,0,0,0,1.231211360796903,U,M,2021,Bahia
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,3.022932148420542,1.1813519276205844,1.566019780034452,1.1212410852143224,5.675327068361895,11.548591882217869,11.60862354892206,27.743271221532083,43.7744132587355,84.17828636877277,118.13860999201145,153.74306075798617,225.66277214822202,295.1647478992365,300.73910829647076,348.8664687285548,356.585161925928,944.2318005528684,2934.5517885911104,U,M,2021,Bahia
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,7.179463852498786,6.3005436139764495,1.9575247250430658,1.8687351420238711,7.2968490878938645,9.837689381148556,6.218905472636816,10.766045548654242,16.36426663877963,24.17000301677634,32.406077046419796,36.2947809216466,46.01279928554173,60.71047588725838,78.45368042516627,103.09200143326956,120.70862862087466,419.9303776206625,989.5688477202712,U,M,2021,Bahia
078-082 DOENÇAS DO APARELHO DIGESTIVO,2.6450656298679736,0.7875679517470562,1.1745148350258392,0.7474940568095483,2.837663534180947,7.271335629544584,10.779436152570481,19.875776397515526,35.5922799393457,60.84173173188527,63.58154357208948,83.60033807795001,76.82136924194792,78.28456101251739,80.03860326203832,58.405734652308595,66.09292124487233,126.38681268194694,775.764749604164,U,M,2021,Bahia
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,0.7557330371051354,0,0,0.37374702840477414,0.40538050488299243,0,0.8291873963515755,0.8281573498964803,2.0455333298474545,1.2501725698332593,2.0510175345835324,3.6702587448856105,3.6010016832163085,8.787042562629503,5.547229929052162,6.2717567411875015,6.332255927652439,23.238865557648317,65.98733989717704,U,M,2021,Bahia
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,0,0,0,0.37374702840477414,0.40538050488299243,0.855451250534657,0,1.6563146997929603,0,0.41672418994441973,1.6408140276668253,2.446839163257074,0.8002225962702908,2.3964661534444103,2.377384255308069,1.9599239816210945,3.957659954782774,15.900276434180427,35.187204240090765,U,M,2021,Bahia
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,1.1335995556577032,0,0.7830098900172261,0,0.8107610097659849,1.7109025010693137,3.3167495854063023,4.968944099378882,12.273199979084724,10.001380558666074,15.177529755918133,19.166906778847082,20.005564906757275,25.96171666231445,32.09468744665893,32.926722891234384,39.576599547827755,135.76389878415594,355.67217395276015,U,M,2021,Bahia
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,224.45271202022522,0,0,0,0,0,0,0,0,0.41672418994441973,0,0,0,0,0.3962307092180115,0,0,0,225.26566691938766,U,M,2021,Bahia
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",68.01597333946219,3.150271806988225,0.39150494500861305,1.8687351420238711,3.2430440390639403,0.4277256252673285,1.2437810945273633,0,0.40910666596949075,1.6668967597776785,0.8204070138334127,0.40780652720951227,1.2003338944054363,0.7988220511481366,1.1886921276540345,0.7839695926484377,0.7915319909565549,0.8153987914964321,87.22400140744067,U,M,2021,Bahia
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,M,2021,Bahia
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,3.2894736842105257,13.50390902629709,8.528784648187633,15.991471215351812,278.2515991471215,452.38095238095235,336.17626154939586,280.02842928216063,223.5252309879176,190.8315565031983,133.61762615493956,101.99004975124379,90.97370291400142,64.67661691542287,55.437100213219615,44.776119402985074,34.82587064676616,73.91613361762614,2402.720888040998,U,M,2021,Bahia
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,1.59835009022944,0,0,0.7513430256583642,0,0.7341694707861729,0.752358354071416,2.6274336065372017,1.7844396859386153,3.3103177030983693,2.254775444219124,4.7362003330954074,2.88869295041357,3.6977555714172414,6.936265762550558,10.60979415277673,10.299905494479203,39.988790702817894,92.97059234808931,IA,F,2018,Ceara
032-052 NEOPLASIAS,0,1.1241970021413275,1.7844396859386153,0.7513430256583642,0,3.303762618537778,3.0094334162856646,6.00556252922789,10.70663811563169,12.137831578027354,19.165591275862553,30.23881751130145,35.02540202376455,44.00329129986516,44.90319414703782,49.3904210560296,44.878159654516516,104.64356445597208,411.07164939579843,IA,F,2018,Ceara
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,0,0.37473233404710915,0,0.7513430256583642,0,0,0,0,0.356887937187723,0.735626156244082,0,1.0929693076374016,1.4443464752067845,0.3697755571417241,0.36506661908160837,0.7317099415708089,1.4714150706398856,7.4745403182837205,15.168412742699214,IA,F,2018,Ceara
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",0,0,0,0,0.39887475332745514,0.36708473539308645,1.5047167081428319,0.7506953161534863,1.7844396859386153,1.8390653906102055,2.630571351588978,7.286462050916011,5.416299282025443,12.94214449996035,23.36426362122293,22.31715321790967,27.95688634215783,89.69448381940465,198.25314077475156,IA,F,2018,Ceara
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,0,0,0,0,0,0,0.376179177035708,0,1.070663811563169,1.103439234366123,0.751591814739708,0.728646205091601,0.3610866188016962,0.3697755571417241,2.19039971448965,1.0975649123562135,2.207122605959829,11.959264509253956,22.21573416079938,IA,F,2018,Ceara
060-063 DOENÇAS DO SISTEMA NERVOSO,1.1987625676720803,1.8736616702355462,0.356887937187723,1.5026860513167282,1.5954990133098204,1.4683389415723456,1.128537531107124,1.1260429742302296,2.4982155603140606,0.367813078122041,0.751591814739708,1.4572924101832019,2.527606331611873,2.2186533428503448,4.015732809897692,3.6585497078540445,8.092782888519372,38.12015562324697,73.95881025397091,IA,F,2018,Ceara
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,0,0,0,0,0,0,0,0,0,0,0,0.3643231025458005,0,0,0,0,0,0,0.3643231025458005,IA,F,2018,Ceara
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,1.59835009022944,1.1241970021413275,0.356887937187723,0.3756715128291821,0.39887475332745514,1.4683389415723456,1.5047167081428319,4.128824238844175,5.353319057815845,7.356261562440821,15.783428109533869,22.588032357839637,26.720409791325526,36.977555714172425,53.664793004996426,79.75638363121818,101.15978610649216,421.5640739512018,781.8799044713112,IA,F,2018,Ceara
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,2.3975251353441607,1.4989293361884364,0.713775874375446,1.1270145384875463,0.7977495066549103,1.8354236769654328,0.752358354071416,2.252085948460459,1.4275517487508917,2.206878468732246,5.261142703177957,6.55781584582441,9.027165470042405,15.530573399952415,21.903997144896504,28.90254269204695,41.93532951323675,217.8828502779704,362.0107096351787,IA,F,2018,Ceara
078-082 DOENÇAS DO APARELHO DIGESTIVO,0.3995875225573601,0,0.356887937187723,0,0,0,1.8808958851785402,1.5013906323069723,1.070663811563169,2.574691546854287,3.75795907369854,6.55781584582441,5.055212663223747,9.614164485684826,7.666399000713775,8.780519298849708,9.196344191499287,35.504066511847675,93.91659840699002,IA,F,2018,Ceara
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,0,0,0,0,0,0,0.376179177035708,0,0,0,0.375795907369854,0.728646205091601,0.7221732376033924,0.7395511142834482,0.7301332381632167,0.7317099415708089,0.36785376765997146,16.44398870022419,21.21603128900219,IA,F,2018,Ceara
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,0,0,0,0.7513430256583642,1.5954990133098204,0.7341694707861729,0,0,1.070663811563169,0.367813078122041,0.751591814739708,0.3643231025458005,0.3610866188016962,0,1.095199857244825,0.36585497078540447,0.7357075353199429,4.4847241909702324,12.677976489847179,IA,F,2018,Ceara
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,0,0,0.356887937187723,0,0,0.36708473539308645,0,0,0.713775874375446,1.8390653906102055,1.8789795368492705,2.1859386152748033,1.4443464752067845,1.4791022285668962,4.3807994289793,6.585389474137281,6.989221585539458,23.54480200259372,51.76539328471397,IA,F,2018,Ceara
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO",0,0,0,0,1.1966242599823653,2.202508412358519,1.5047167081428319,1.5013906323069723,1.070663811563169,0.735626156244082,0.375795907369854,0,0,0,0,0,0,0,8.587325887967793,IA,F,2018,Ceara
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,25.973188966228413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.973188966228413,IA,F,2018,Ceara
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",13.186388244392884,1.1241970021413275,0.713775874375446,0.7513430256583642,0,0,0.376179177035708,0.7506953161534863,0,0.367813078122041,0,0.728646205091601,0,0.3697755571417241,0,0,0,0,18.368813480112582,IA,F,2018,Ceara
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IA,F,2018,Ceara
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,0.3866976024748646,0.356887937187723,0.713775874375446,3.9257673090649536,5.710206995003568,8.922198429693076,4.282655246252676,6.423982869379014,5.710206995003568,6.067094932191291,4.996431120628123,6.067094932191291,4.282655246252676,3.9257673090649536,2.8551034975017844,3.56887937187723,5.353319057815845,16.773733047822983,90.32245777378105,IA,F,2018,Ceara
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,3.0253837072018896,1.1157465799941786,1.0672358591248665,0.3557452863749555,0.7623113279463332,2.8297920507098726,2.9882604055496267,6.949559326789623,7.544617855595591,11.160636435292721,13.460034931373313,20.086758565277897,29.411160454099672,29.630897484947948,38.54404675782341,48.45428180348079,62.2982859934937,178.52874826654053,458.213503091617,IA,F,2021,Ceara
032-052 NEOPLASIAS,0,1.1157465799941786,0.711490572749911,0.711490572749911,1.1434669919194997,4.446816079686944,2.9882604055496267,6.218026766074927,11.496560541859951,15.624891009409811,19.644375305247543,29.21710336767696,35.2933925449196,43.165998805232825,51.759148503362866,56.897073329844844,53.1367733473917,98.19081154659729,431.7614262702683,IA,F,2021,Ceara
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,0.3781729634002361,0,0,0,0,0.4042560072442676,0,0,0,0.7440424290195148,0,1.0956413762878856,0.7352790113524915,0.7316270983937765,0.7341723191966363,1.101233677351836,1.099381517532242,6.694828059995269,13.718634459774155,IA,F,2021,Ceara
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",0.7563459268004722,0,0,0,0.3811556639731666,0.8085120144885352,0.7470651013874066,0,1.7963375846656173,3.348190930587817,3.6378472787495446,4.747779297247504,5.882232090819932,10.242779377512871,18.721394139514228,23.49298511683916,22.720551362333005,104.51370471437059,201.79688059928986,IA,F,2021,Ceara
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,0,0,0,0,0,0,0.3735325506937033,1.097298841072046,0.7185350338662467,0.7440424290195148,1.0913541836248635,0.36521379209596183,1.8381975283812295,0.36581354919688824,1.4683446383932723,0.7341557849012239,2.565223540908564,11.901916551102705,23.26362842325622,IA,F,2021,Ceara
060-063 DOENÇAS DO SISTEMA NERVOSO,1.5126918536009442,2.231493159988357,0,0.3557452863749555,0.3811556639731666,2.0212800362213383,0.7470651013874066,0,1.4370700677324932,1.8601060725487872,2.5464930951246814,1.82606896047981,1.4705580227049828,3.6581354919688818,5.139206234376455,5.50616838675918,8.428591634413856,72.89923887550404,112.02106794315934,IA,F,2021,Ceara
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36581354919688824,0,0.36707789245061195,0,0.3719348922219594,1.1048263338694597,IA,F,2021,Ceara
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,1.5126918536009442,0.37191552666472616,0,0.3557452863749555,0,1.61702402897707,2.6147278548559227,3.2918965232161375,6.107547787863099,11.532657649802477,13.460034931373313,22.643255109949642,26.10240490301346,42.068558157642165,66.8096810468939,76.71927952217791,81.72069280322998,410.61612101304326,767.5442339986789,IA,F,2021,Ceara
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,1.8908648170011808,1.4876621066589044,0.711490572749911,0.3557452863749555,0.7623113279463332,0.4042560072442676,0.7470651013874066,2.926130242858789,2.8741401354649874,2.6041485015683015,2.9102778229996367,5.843420673535389,9.190987641906148,8.41371163152843,13.949274064736095,28.632075611147734,41.4100371603811,217.20997705762437,342.3235757631139,IA,F,2021,Ceara
078-082 DOENÇAS DO APARELHO DIGESTIVO,0.3781729634002361,0.37191552666472616,0,0.3557452863749555,0.3811556639731666,0.8085120144885352,0.3735325506937033,1.8288314017867435,0.35926751693312337,2.9761697160780596,3.27406255087459,5.112993089343466,4.044034562438704,8.779525180725319,8.810067830359637,8.442791526364076,11.360275681166497,42.40057771330338,100.05763077496891,IA,F,2021,Ceara
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,0,0,0,0,0,0.4042560072442676,0,0.36576628035734854,0,0.7440424290195148,1.0913541836248635,0.36521379209596183,0.7352790113524915,0.36581354919688824,1.8354307979915914,2.202467354703672,1.465842023376322,11.901916551102705,21.477381980065626,IA,F,2021,Ceara
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,0,0,0.3557452863749555,0,0.3811556639731666,0.4042560072442676,0,0.36576628035734854,0,0,0.3637847278749545,0.7304275841919237,0,0,1.4683446383932723,1.101233677351836,0.7329210116881613,4.091283814441554,9.994918691891439,IA,F,2021,Ceara
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,0.3781729634002361,0.37191552666472616,0,0,0,0,0,0.36576628035734854,1.4370700677324932,1.1160636435292723,0.3637847278749545,1.460855168383847,1.8381975283812295,2.9265083935751064,2.569603117188227,2.936623139604896,8.062131128569774,25.663507563315203,49.49019924857731,IA,F,2021,Ceara
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO",0,0,0,0,0.7623113279463332,1.2127680217328027,2.6147278548559227,1.463065121429394,1.7963375846656173,1.1160636435292723,0.3637847278749545,0,0.36763950567624576,0,0,0,0,0,9.696697787710542,IA,F,2021,Ceara
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,25.337588547815816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.337588547815816,IA,F,2021,Ceara
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",9.832497048406138,0.7438310533294523,0,0,0,0,0,0.36576628035734854,0.35926751693312337,0.7440424290195148,0.727569455749909,0,0,0,0,0,0,0.7438697844439188,13.516843568239405,IA,F,2021,Ceara
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IA,F,2021,Ceara
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,1.488095238095238,1.0672358591248665,0.3557452863749555,1.7787264318747777,8.182141586623978,12.806830309498398,8.182141586623978,9.249377445748843,10.316613304873709,3.2017075773745995,5.336179295624333,2.8459622909996445,5.691924581999288,3.2017075773745995,3.5574528637495546,4.268943436499466,4.268943436499466,18.498754891497683,104.2984830004574,IA,F,2021,Ceara
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,1.993596447992178,2.2178036096665648,0,0.37388260086332886,1.177730192719486,3.1406138472519634,3.919916687143843,2.908370353798459,4.35105876754699,5.483096489520472,4.288388385805892,6.704156577077787,6.0899138540063635,6.688745720828474,9.079522957750099,10.521056388294076,14.431601155369892,32.94429539489914,116.313749430535,IA,M,2018,Ceara
032-052 NEOPLASIAS,1.1961578687953067,1.8481696747221377,0.356887937187723,2.2432956051799735,1.177730192719486,2.748037116345467,2.351950012286306,2.908370353798459,4.35105876754699,7.04969548652632,18.323114012079728,24.954360592456204,38.82320081929056,50.16559290621356,55.61207811621936,62.37483430202917,58.09644567674547,135.14648451771123,469.7274639578534,IA,M,2018,Ceara
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,0,0.3696339349444274,0.356887937187723,0,0.39257673090649536,0.39257673090649536,0.3919916687143843,0,0.39555079704972634,0,0.7797069792374349,0.7449062863419763,1.5224784635015907,0.7431939689809415,0.7566269131458416,2.6302640970735185,0.7400821105317892,8.610440841848641,18.826917460370986,IA,M,2018,Ceara
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",1.993596447992178,0.3696339349444274,0,0.37388260086332886,0.39257673090649536,0.7851534618129907,1.175975006143153,1.6619259164562619,0.7911015940994527,2.7415482447602355,5.457948854662045,8.566422292932728,10.657349244511135,10.404715565733182,15.889165176062674,16.157336596308756,25.90287386861262,58.77561792044508,162.09682345724673,IA,M,2018,Ceara
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,0,0,0,0,0,0.39257673090649536,0.3919916687143843,2.4928888746843936,3.164406376397811,6.6580457372748585,6.237655833899479,5.9592502907358105,4.186815774629375,6.3171487363380034,2.6481941960104454,3.0060161109411645,2.960328442127157,8.610440841848641,53.02575961450801,IA,M,2018,Ceara
060-063 DOENÇAS DO SISTEMA NERVOSO,0.7974385791968711,1.4785357397777092,2.141327623126338,0.7477652017266577,3.1406138472519634,1.177730192719486,1.567966674857537,0.8309629582281313,2.768855579348084,1.5665989970058487,4.67824187542461,2.234718859025929,1.141858847626193,2.601178891433295,3.404821109156287,3.757520138676455,7.030780050051998,30.32372644303217,71.39064160766557,IA,M,2018,Ceara
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3700410552658946,0.3743669931238539,0.7444080483897485,IA,M,2018,Ceara
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,0.7974385791968711,0.7392678698888548,0.356887937187723,0,3.5331905781584583,3.5331905781584583,5.095891693286996,4.154814791140655,15.82203188198905,18.01588846556726,25.730330314835356,40.22493946246673,46.81621275267391,56.1111446580611,76.79763168430293,93.56225145304374,109.53215235870482,351.53060654329886,852.3538716019618,IA,M,2018,Ceara
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,3.987192895984355,1.8481696747221377,1.4275517487508917,1.4955304034533152,0.7851534618129907,2.355460385438972,3.1359333497150748,2.0774073955703285,4.35105876754699,2.3498984955087736,6.627509323518198,6.3317034339067995,10.657349244511135,14.120685410637893,21.18555356808357,29.30865708167635,43.66484452137558,181.942358658193,337.6520178204064,IA,M,2018,Ceara
078-082 DOENÇAS DO APARELHO DIGESTIVO,0.39871928959843556,0,0,0.7477652017266577,0,2.748037116345467,2.74394168100069,4.985777749368787,5.537711158696169,8.616294483532169,13.644872136655117,14.153219440497555,11.418588476261931,11.51950651920459,14.75422480634391,14.654328540838176,13.691519044838099,32.56992840177529,152.18443404668304,IA,M,2018,Ceara
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,0,0.3696339349444274,0,0,0,0,0,1.2464444373421968,0.39555079704972634,0,0.38985348961871746,1.1173594295129645,1.9030980793769887,0.7431939689809415,1.1349403697187623,1.1272560416029367,2.590287386861262,6.738605876229371,17.756223811238296,IA,M,2018,Ceara
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,0,0,0.356887937187723,0,0,0,0.3919916687143843,0,0,0.39164974925146223,0,0.7449062863419763,0,0.7431939689809415,1.1349403697187623,0.751504027735291,1.4801642210635781,3.3693029381146853,9.364541167108804,IA,M,2018,Ceara
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,0.7974385791968711,0,0,0.37388260086332886,0,0,0.3919916687143843,0,0.39555079704972634,1.1749492477543868,1.949267448093588,2.607172002196917,3.8061961587539765,2.9727758759237664,4.9180749354479705,10.89680840216172,9.62106743691326,35.190497353642264,75.09567250671216,IA,M,2018,Ceara
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,42.26424469743418,0.3696339349444274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.633878632378604,IA,M,2018,Ceara
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",20.33468376952021,0.3696339349444274,0,1.1216478025899868,0,0.39257673090649536,0,0,0,0.39164974925146223,0,0,1.9030980793769887,1.1147909534714124,0,0.3757520138676455,0,0.7487339862477078,26.75256702017634,IA,M,2018,Ceara
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IA,M,2018,Ceara
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,1.9334880123743237,2.8551034975017844,1.7844396859386153,3.56887937187723,67.09493219129192,87.79443254817986,74.23269093504638,61.74161313347607,61.74161313347607,48.17987152034261,39.97144896502499,34.26124197002141,28.194147037830113,23.55460385438972,19.985724482512495,16.059957173447536,8.922198429693076,22.840827980014268,604.7172139224384,IA,M,2018,Ceara
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,4.953553391053391,1.1383849163998576,0.8300723348748962,0,1.152614727854856,3.0202048802445205,9.533973674848806,11.138290470748608,16.32306878031427,19.67952648031668,21.29240169920689,32.146594688688324,38.9806005283196,44.81328682096454,47.70374887770831,59.576872371146955,62.67015407641702,173.6745653458737,548.6279140649813,IA,M,2021,Ceara
032-052 NEOPLASIAS,1.1431277056277056,1.5178465551998097,1.6601446697497921,2.6458555674137316,1.152614727854856,3.397730490275085,1.4667651807459698,5.377105744499329,4.555275008459796,9.839763240158343,10.839768137778055,25.717275750950673,37.08833836675067,42.946066536757705,53.66671748742186,68.40307568539096,69.3058174492141,140.64670997026948,481.3699982745179,IA,M,2021,Ceara
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,0,0,0.4150361674374481,0,0,0,0,0,0.37960625070498305,0,0.3871345763492162,1.5127809265265093,0.7569048646275648,0.7468881136827423,1.4907421524283846,2.2065508285609985,1.4745918606215767,5.195392980432119,14.565628721371542,IA,M,2021,Ceara
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",0,0,0,0.7559587335467803,1.152614727854856,1.1325768300916952,1.8334564759324632,1.5363159269998077,4.555275008459796,5.676786484706737,5.8070186452382435,9.833076022422313,8.325953510903213,16.05809444417896,17.143534752926424,20.962232871329487,21.38158197901286,63.82911375959461,179.98359017319825,IA,M,2021,Ceara
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,0,0,0,0,0,0,0.733382590372985,1.9203949087497603,2.657243754934881,6.055238917020518,7.355556950635109,4.538342779579529,6.055238917020518,5.601660852620568,6.3356541478206365,5.884135542829329,3.317831686398548,8.90638796645506,59.36106901443743,IA,M,2021,Ceara
060-063 DOENÇAS DO SISTEMA NERVOSO,0.3810425685425685,0.3794616387999525,0.8300723348748962,1.1339381003201707,1.9210245464247602,1.8876280501528255,2.200147771118955,1.5363159269998077,2.277637504229898,4.162976755451607,2.7099420344445133,5.294733242842784,5.2983340523929545,1.4937762273654844,5.217597533499347,8.458444842817162,6.635663372797096,51.95392980432118,103.77266630739595,IA,M,2021,Ceara
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,0.3810425685425685,0,0.4150361674374481,0.37797936677339017,1.5368196371398075,3.77525610030565,4.033604247051419,9.217895561998848,12.906612523969418,16.65190702180643,25.550882039048272,37.44132793153112,54.49715025318467,66.47304211776408,76.77322085006185,100.76582117095225,112.06898140723982,348.4624291875543,871.3290081523612,IA,M,2021,Ceara
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,2.6672979797979797,1.5178465551998097,0,0.7559587335467803,1.152614727854856,2.642679270213955,1.1000738855594776,3.456710835749568,3.416456256344847,5.676786484706737,4.645614916190595,8.320295095895803,11.732025401727253,14.937762273654846,21.988446748318683,29.052919242719806,35.758852620073256,188.8896447885678,337.7119858161221,IA,M,2021,Ceara
078-082 DOENÇAS DO APARELHO DIGESTIVO,1.5241702741702738,0.3794616387999525,0,0,0.38420490928495193,0.377525610030565,2.200147771118955,4.224868799249473,8.73094376621461,13.245835130982389,15.098248477619434,16.64059019179161,15.138097292551295,14.190874159972108,16.025478138605138,19.858957457048984,16.589158431992743,36.73885036162713,181.3474124110596,IA,M,2021,Ceara
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,0,0,0,0,0,0,0,0.384078981749952,0.37960625070498305,0,0.7742691526984324,1.1345856948948823,0.3784524323137824,1.1203321705241136,0.7453710762141924,0.7355169428536661,2.5805357560877593,10.390785960864237,18.623534418906,IA,M,2021,Ceara
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,0,0,0,0,0.38420490928495193,0,0,0,0.37960625070498305,0.3784524323137824,0.3871345763492162,0.3781952316316274,0.7569048646275648,0.37344405684137116,0.3726855381070962,0.36775847142683304,1.4745918606215767,3.7109949860229414,8.963973177931944,IA,M,2021,Ceara
