Causa - CID-BR-10,<1,1 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 24 anos,25 a 29 anos,30 a 34 anos,35 a 39 anos,40 a 44 anos,45 a 49 anos,50 a 54 anos,55 a 59 anos,60 a 64 anos,65 a 69 anos,70 a 74 anos,75 a 79 anos,80 anos e mais,Total,tipologia,sexo,ano,estado
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,1.333333333333333,RA,F,2021,Ceara
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,1,1,1.333333333333333,2,3.666666666666667,4.666666666666667,6,11.66666666666667,17.33333333333333,31.66666666666667,52.33333333333334,70,104.3333333333333,137.6666666666667,163,243.3333333333333,311,1377.333333333333,2539.333333333333,RA,F,2021,Ceara
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,7,6.666666666666667,2.333333333333333,2,4.333333333333333,2,5.666666666666667,6.666666666666667,6,10.66666666666667,16.33333333333333,23.33333333333333,31.33333333333333,41,74.66666666666667,106,138.3333333333333,734.3333333333334,1218.666666666667,RA,F,2021,Ceara
078-082 DOENÇAS DO APARELHO DIGESTIVO,2.666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.666666666666667,3,2.666666666666667,4,8.333333333333334,9,8,17,19,21.33333333333333,26.66666666666667,42,32.33333333333334,115.6666666666667,315,RA,F,2021,Ceara
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.666666666666667,1.333333333333333,1.666666666666667,2.666666666666667,6,6.666666666666667,7.333333333333333,42.33333333333334,73.33333333333333,RA,F,2021,Ceara
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,0,0,0,0,1,2,2,1.666666666666667,2,2,1,1.333333333333333,2.333333333333333,2.666666666666667,2.333333333333333,2.666666666666667,5.333333333333333,30.66666666666667,59,RA,F,2021,Ceara
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,0,0,0.3333333333333333,0.6666666666666666,1,1.666666666666667,1.333333333333333,2,2,3,5.333333333333333,6.666666666666667,9.333333333333334,13,14.66666666666667,17.66666666666667,22.66666666666667,85,186.3333333333333,RA,F,2021,Ceara
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO",0,0,0,0,4.333333333333333,4.666666666666667,10,12,5.333333333333333,2.666666666666667,0.6666666666666666,0,0,0,0,0,0,0,39.66666666666666,RA,F,2021,Ceara
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,RA,F,2021,Ceara
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",38.66666666666666,3.666666666666667,0,0.6666666666666666,0.3333333333333333,1.333333333333333,0,0.6666666666666666,1,0.3333333333333333,1,1.666666666666667,0,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,1.666666666666667,52,RA,F,2021,Ceara
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",5,0,0,1.333333333333333,1,1.666666666666667,1.666666666666667,2.666666666666667,4,5,5.666666666666667,6.666666666666667,13,11.33333333333333,13,19,22.33333333333333,156,269.3333333333333,RA,F,2021,Ceara
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,3,6,3.333333333333333,9.666666666666666,30.33333333333333,30.66666666666667,28.66666666666667,25.33333333333333,26.66666666666667,19.66666666666667,17.33333333333333,15.33333333333333,14,13.33333333333333,17.66666666666667,12.66666666666667,16,52,341.6666666666667,RA,F,2021,Ceara
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,11.33333333333333,2.333333333333333,1.333333333333333,0.6666666666666666,3.333333333333333,8.666666666666666,8.666666666666666,13.33333333333333,14,13.33333333333333,15.33333333333333,19,18.33333333333333,17,27.66666666666667,29.33333333333333,37,128.6666666666667,369.3333333333333,RA,M,2018,Ceara
032-052 NEOPLASIAS,1.333333333333333,5.333333333333333,6.333333333333333,5.666666666666667,9,13,8.666666666666666,12.66666666666667,17.33333333333333,25,47,77.66666666666667,105.3333333333333,140,181,177,212.6666666666667,419,1464,RA,M,2018,Ceara
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,2,0.3333333333333333,0,1,1.333333333333333,0.6666666666666666,1.333333333333333,1.666666666666667,1.666666666666667,0.6666666666666666,2,2,2,1.666666666666667,3,4.666666666666667,4.333333333333333,17,47.33333333333334,RA,M,2018,Ceara
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",4.666666666666667,2.666666666666667,0.6666666666666666,0.3333333333333333,1,0.6666666666666666,2.333333333333333,4,9.333333333333334,9.666666666666666,11.66666666666667,21,22.66666666666667,34.66666666666666,46.66666666666666,53,60.33333333333334,173.3333333333333,458.6666666666667,RA,M,2018,Ceara
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,0,0,0,0.3333333333333333,0,2,3.666666666666667,8.333333333333334,8.666666666666666,17.66666666666667,20.66666666666667,15,15.66666666666667,14.66666666666667,8.333333333333334,11,11.33333333333333,26.33333333333333,163.6666666666667,RA,M,2018,Ceara
060-063 DOENÇAS DO SISTEMA NERVOSO,4.666666666666666,6.333333333333333,4.333333333333333,4.666666666666667,5.666666666666667,7,6.333333333333333,6.666666666666667,5.666666666666667,8.333333333333334,9.666666666666666,8.333333333333334,8.666666666666666,5.666666666666667,9.333333333333334,9.333333333333334,20.66666666666667,78.66666666666667,210,RA,M,2018,Ceara
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,0.3333333333333333,1,RA,M,2018,Ceara
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,3.666666666666667,0.3333333333333333,2.666666666666667,1.333333333333333,6.666666666666667,13.66666666666667,14.33333333333333,20,36.33333333333334,54.33333333333334,74,118,153.6666666666667,181,264,300.6666666666667,390.6666666666667,1134.666666666667,2770.333333333333,RA,M,2018,Ceara
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,12,6.333333333333333,4,4.333333333333333,8,7.666666666666667,8,13,10,23.33333333333333,23.66666666666667,26.33333333333333,37,49,65,93.33333333333333,156.3333333333333,672.3333333333334,1219.666666666667,RA,M,2018,Ceara
078-082 DOENÇAS DO APARELHO DIGESTIVO,3.666666666666667,1,1,1.333333333333333,1.666666666666667,4.333333333333333,8.666666666666666,12.66666666666667,31.33333333333333,31.66666666666667,48.66666666666666,48.66666666666666,45.33333333333334,47.33333333333334,54,47,53.33333333333334,109,550.6666666666666,RA,M,2018,Ceara
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,0,0.6666666666666666,0,0,0.3333333333333333,0.3333333333333333,1,0.3333333333333333,0.3333333333333333,1,1.666666666666667,2.333333333333333,2.333333333333333,4,3.333333333333333,5.333333333333333,6.333333333333333,19.33333333333333,48.66666666666666,RA,M,2018,Ceara
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,0.3333333333333333,0,0.3333333333333333,1,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1,0.6666666666666666,1,1,2.333333333333333,1.666666666666667,3,3,16.33333333333333,33.66666666666666,RA,M,2018,Ceara
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,0.3333333333333333,0,0.6666666666666666,0.3333333333333333,2,3,1.333333333333333,2.333333333333333,3,6.666666666666667,6.666666666666667,8.666666666666666,10,16.66666666666667,19.66666666666667,27,27,106,241.3333333333333,RA,M,2018,Ceara
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,168.3333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0.3333333333333333,170,RA,M,2018,Ceara
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",61.66666666666667,6.666666666666667,2,1,2.666666666666667,1.333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0,0,1,0.6666666666666666,0,1,80.33333333333333,RA,M,2018,Ceara
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",5.66666666666667,1.333333333333333,0,1,6.666666666666667,4.666666666666667,7,9.333333333333334,16.66666666666667,14.66666666666667,22.33333333333333,23.33333333333333,26,26.66666666666667,27.33333333333333,35.33333333333334,36,156.6666666666667,420.6666666666667,RA,M,2018,Ceara
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,3.333333333333333,10.66666666666667,10.33333333333333,17.66666666666667,204,305.6666666666667,254,232.6666666666667,187.3333333333333,176.3333333333333,139,124.6666666666667,94,78,71,49,37.33333333333334,62,2058,RA,M,2018,Ceara
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,13,8,3.666666666666667,2,6.333333333333333,17,26.66666666666667,29.66666666666667,45,67,67,91.66666666666667,109.3333333333333,117,130,185,194.6666666666667,539.3333333333334,1652.333333333333,RA,M,2021,Ceara
032-052 NEOPLASIAS,0.3333333333333333,3.333333333333333,2.333333333333333,4,7.666666666666667,12.33333333333333,11,15.66666666666667,17.66666666666667,36,53,74,118.3333333333333,136,174.6666666666667,207.3333333333333,193,437,1503.666666666667,RA,M,2021,Ceara
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,1.666666666666667,1.333333333333333,0,0.6666666666666666,0.6666666666666666,1.666666666666667,3,0,2,2.666666666666667,2,1,2.333333333333333,4.333333333333333,3.333333333333333,5,4.666666666666667,19,55.33333333333334,RA,M,2021,Ceara
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",1.333333333333333,1,0.6666666666666666,0.3333333333333333,2.666666666666667,3,4,4.666666666666667,8.666666666666666,12.33333333333333,14,22.66666666666667,33.66666666666666,36.66666666666666,49.66666666666666,69,70,229.3333333333333,563.6666666666666,RA,M,2021,Ceara
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,0,0,0,0.3333333333333333,0,2.666666666666667,6.666666666666667,9,17.33333333333333,21.33333333333333,23,26.33333333333333,29.66666666666667,22.66666666666667,17.66666666666667,13.33333333333333,12.33333333333333,37.33333333333334,239.6666666666667,RA,M,2021,Ceara
060-063 DOENÇAS DO SISTEMA NERVOSO,3,3.666666666666667,3.333333333333333,5.333333333333333,8,6,5,10.33333333333333,10.33333333333333,7.333333333333333,11.33333333333333,14,12.66666666666667,8,13,20.33333333333333,27.33333333333333,118,287,RA,M,2021,Ceara
064 DOENÇAS DOS OLHOS E ANEXOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,RA,M,2021,Ceara
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,0,0,0,0,0,0,0,0.6666666666666666,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,1.333333333333333,RA,M,2021,Ceara
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,2,1.333333333333333,1,1,5.333333333333333,11.33333333333333,14,20.66666666666667,40.66666666666666,62.33333333333334,82.66666666666667,124.6666666666667,161.3333333333333,207,270,353,363,1244.333333333333,2965.666666666667,RA,M,2021,Ceara
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,7.333333333333333,3,2,3.333333333333333,3.666666666666667,4.666666666666667,8.333333333333334,11.33333333333333,11,14.66666666666667,22.33333333333333,31.66666666666667,43.33333333333334,49.66666666666666,73.66666666666667,115.3333333333333,141,638.3333333333334,1184.666666666667,RA,M,2021,Ceara
078-082 DOENÇAS DO APARELHO DIGESTIVO,2,2,0.3333333333333333,0.6666666666666666,2.333333333333333,4.666666666666667,10.33333333333333,21,28,41,50.33333333333334,49.66666666666666,57,48,47.33333333333334,44,40.66666666666666,121,570.3333333333334,RA,M,2021,Ceara
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,0.6666666666666666,0.3333333333333333,0,0.3333333333333333,0,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.666666666666667,2.333333333333333,1.666666666666667,3.333333333333333,5.333333333333333,9,7.666666666666667,24,58.33333333333334,RA,M,2021,Ceara
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,0,0,0.3333333333333333,0.3333333333333333,0,1.333333333333333,0,0.6666666666666666,1,1,1,0.6666666666666666,3.333333333333333,0.6666666666666666,3,1.333333333333333,3,12,29.66666666666667,RA,M,2021,Ceara
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,0.6666666666666666,1,0,0.3333333333333333,1,1.333333333333333,1.666666666666667,2,4,7,5.666666666666667,6.666666666666667,12.33333333333333,15.33333333333333,25,28.33333333333333,32.66666666666666,122.3333333333333,267.3333333333333,RA,M,2021,Ceara
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,149.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0,0.3333333333333333,150.6666666666667,RA,M,2021,Ceara
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",47.66666666666666,3.666666666666667,1,1.666666666666667,1,1.333333333333333,0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1,0.6666666666666666,0.3333333333333333,0,1,0.6666666666666666,1.333333333333333,1,64,RA,M,2021,Ceara
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",3.666666666666667,1.333333333333333,0.6666666666666666,1.666666666666667,3,6.666666666666667,9.333333333333334,10,17.66666666666667,19,18.66666666666667,19,26.66666666666667,24.33333333333333,24,31,27.33333333333333,138.6666666666667,383.3333333333333,RA,M,2021,Ceara
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,6,11.33333333333333,8.666666666666666,23.33333333333333,191,309.3333333333333,272.6666666666667,233.3333333333333,208.6666666666667,189,153.6666666666667,130.6666666666667,125,79.66666666666667,67.33333333333333,57,42.66666666666666,61.66666666666666,2173.333333333333,RA,M,2021,Ceara
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,7.333333333333333,3.333333333333333,0.3333333333333333,1,1.333333333333333,2.333333333333333,4,5.666666666666667,11.66666666666667,8,7,9,14,13,17,26.66666666666667,32.33333333333334,103,267,U,F,2018,Ceara
032-052 NEOPLASIAS,0.6666666666666666,4,2.333333333333333,3.666666666666667,4.333333333333333,4,11.66666666666667,17.33333333333333,31.66666666666667,44,65,91.33333333333333,110,123.3333333333333,144.3333333333333,143.6666666666667,139,249.3333333333333,1189.666666666667,U,F,2018,Ceara
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,1,1,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.333333333333333,2,1.333333333333333,1.666666666666667,3.333333333333333,2.333333333333333,2.666666666666667,3.666666666666667,4.666666666666667,4,10.66666666666667,41.66666666666666,U,F,2018,Ceara
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",4.333333333333333,1,1,1.666666666666667,0.6666666666666666,1.666666666666667,2.666666666666667,1.666666666666667,5.333333333333333,5,8,11,16.66666666666667,24.33333333333333,38.33333333333334,48.33333333333334,57.66666666666666,179.6666666666667,409,U,F,2018,Ceara
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,0,0,0.3333333333333333,0,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.666666666666667,2.333333333333333,3.333333333333333,1.333333333333333,4,3.666666666666667,6.333333333333333,35.33333333333334,60.66666666666666,U,F,2018,Ceara
060-063 DOENÇAS DO SISTEMA NERVOSO,2.666666666666667,4,2.666666666666667,3.666666666666667,1,3.666666666666667,3.666666666666667,1.666666666666667,3.666666666666667,4.333333333333333,3.666666666666667,5.333333333333333,3,7.333333333333333,9,14,23,124.3333333333333,220.6666666666667,U,F,2018,Ceara
064 DOENÇAS DOS OLHOS E ANEXOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0.3333333333333333,0.6666666666666666,U,F,2018,Ceara
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,0.3333333333333333,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0.3333333333333333,0,0,1.333333333333333,U,F,2018,Ceara
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,3.333333333333333,1.333333333333333,1.333333333333333,2.333333333333333,2.333333333333333,3,6.333333333333333,10,17.66666666666667,32,43.33333333333334,63,82.66666666666667,110.6666666666667,161.3333333333333,203,240.6666666666667,921.6666666666666,1906,U,F,2018,Ceara
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,7,5,1.333333333333333,1.666666666666667,3.666666666666667,2,4,3,7.666666666666667,6.666666666666667,16.33333333333333,20.33333333333333,25.33333333333333,43,64.33333333333333,83.66666666666667,139.6666666666667,634.6666666666666,1069.333333333333,U,F,2018,Ceara
078-082 DOENÇAS DO APARELHO DIGESTIVO,1,0.6666666666666666,1,0.3333333333333333,1,0.6666666666666666,2.333333333333333,4,5.666666666666667,10,7.666666666666667,14.33333333333333,17.33333333333333,24,31.66666666666667,26.66666666666667,36.33333333333334,102.6666666666667,287.3333333333333,U,F,2018,Ceara
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,0,0,0,0,0,0.3333333333333333,1,0,0,0,0,2,1.333333333333333,4.666666666666667,5.333333333333333,4.333333333333333,4.333333333333333,34.66666666666666,58,U,F,2018,Ceara
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,0,0,0.3333333333333333,0,0,0.3333333333333333,1.666666666666667,1.666666666666667,0.6666666666666666,2.666666666666667,4,1.333333333333333,1,2.333333333333333,1.666666666666667,3.333333333333333,8.666666666666666,31,60.66666666666666,U,F,2018,Ceara
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,1,1,0,0.6666666666666666,1,1,2.333333333333333,2.333333333333333,2.333333333333333,4,5,7.666666666666667,11.33333333333333,11.33333333333333,14.66666666666667,21,22.33333333333333,75,184,U,F,2018,Ceara
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO",0,0,0,0.3333333333333333,2.666666666666667,4.666666666666667,6.666666666666667,7.666666666666667,5.666666666666667,4,0.3333333333333333,0,0,0,0,0,0,0,32,U,F,2018,Ceara
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,U,F,2018,Ceara
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",45.33333333333334,3,0.3333333333333333,1.333333333333333,0,1,1,1,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.333333333333333,0.6666666666666666,1,0.3333333333333333,1.333333333333333,1,0,60.33333333333334,U,F,2018,Ceara
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",3,0.3333333333333333,0.3333333333333333,1,0.3333333333333333,0.3333333333333333,2,1.333333333333333,2.333333333333333,3,2.333333333333333,6.333333333333333,4.666666666666667,6.333333333333333,10.66666666666667,14.66666666666667,17.33333333333333,112.6666666666667,189,U,F,2018,Ceara
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,4.333333333333333,6.333333333333333,5.666666666666667,9.333333333333334,30,31.33333333333333,24,22,24.66666666666667,23,15.33333333333333,15.33333333333333,12.66666666666667,10,10.33333333333333,15.33333333333333,16,57,333.3333333333333,U,F,2018,Ceara
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,12.66666666666667,3.666666666666667,2.666666666666667,1,5,10,10,19.66666666666667,27.66666666666667,42.66666666666666,45,76.66666666666667,97.66666666666667,106.6666666666667,120.6666666666667,158,148.3333333333333,452.3333333333333,1340.333333333333,U,F,2021,Ceara
032-052 NEOPLASIAS,0.3333333333333333,3.666666666666667,4.666666666666667,2.333333333333333,3,7.333333333333333,10,23.33333333333333,30.33333333333333,53.33333333333334,57,90.33333333333333,115.3333333333333,118,133,145.3333333333333,132.3333333333333,282.3333333333333,1212,U,F,2021,Ceara
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,0.3333333333333333,1.333333333333333,0.3333333333333333,1.333333333333333,1.333333333333333,0.6666666666666666,1,1,1.333333333333333,0,2.333333333333333,2,2,1.666666666666667,2.333333333333333,4,3,15.66666666666667,41.66666666666666,U,F,2021,Ceara
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",1.666666666666667,1,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.666666666666667,2.333333333333333,3,4,8,11.66666666666667,16.33333333333333,18.66666666666667,33,37.66666666666666,50.66666666666666,70,212,473,U,F,2021,Ceara
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,3.333333333333333,3,2,3.666666666666667,4,3,4.666666666666667,6,37,68.66666666666667,U,F,2021,Ceara
060-063 DOENÇAS DO SISTEMA NERVOSO,1.666666666666667,3,1.666666666666667,3,4.333333333333333,3.666666666666667,2.666666666666667,4.333333333333333,4,3,3.333333333333333,4.666666666666667,6.333333333333333,6.333333333333333,10,16.66666666666667,21.66666666666667,179,279.3333333333333,U,F,2021,Ceara
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,1,U,F,2021,Ceara
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,2.666666666666667,0.6666666666666666,1,0.6666666666666666,2.333333333333333,5,6.333333333333333,10.66666666666667,21.33333333333333,33,47.66666666666666,67.66666666666667,91.66666666666667,108.3333333333333,150,210,252.6666666666667,922,1933.666666666667,U,F,2021,Ceara
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,5.333333333333333,4,0.6666666666666666,0.6666666666666666,2,5,3,4,8.666666666666666,8,11,17,34.33333333333334,43.33333333333334,56.66666666666666,91.33333333333333,112.3333333333333,559.6666666666666,967,U,F,2021,Ceara
078-082 DOENÇAS DO APARELHO DIGESTIVO,1.666666666666667,0.3333333333333333,0,0.6666666666666666,2,2.666666666666667,2.333333333333333,3.333333333333333,7.666666666666667,8.333333333333334,11.66666666666667,16,16,22.33333333333333,30.33333333333333,35,34,117,311.3333333333333,U,F,2021,Ceara
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,0.6666666666666666,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.333333333333333,2.333333333333333,2.333333333333333,2.666666666666667,2.333333333333333,5.333333333333333,6,7,33.33333333333334,65,U,F,2021,Ceara
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,0,0,0.3333333333333333,0.6666666666666666,1.333333333333333,1.333333333333333,0.6666666666666666,3,3,1.666666666666667,1.333333333333333,4,1.333333333333333,2.333333333333333,2.333333333333333,2.333333333333333,4.333333333333333,21,51,U,F,2021,Ceara
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,1.333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1,1,2,3,2,2.333333333333333,4,7.333333333333333,8.333333333333334,9.333333333333334,18.33333333333333,20.33333333333333,21,84,187,U,F,2021,Ceara
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO",0,0,0,0.3333333333333333,3,5.666666666666667,9.333333333333334,10,7.666666666666667,1.666666666666667,0,0,0,0,0,0,0,0,37.66666666666666,U,F,2021,Ceara
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,94.66666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.66666666666667,U,F,2021,Ceara
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",36.66666666666667,4.666666666666667,1.333333333333333,1,0.6666666666666666,0.6666666666666666,1,0.3333333333333333,0.3333333333333333,1,1.333333333333333,0.3333333333333333,1,1.333333333333333,0.3333333333333333,0.6666666666666666,0,1.666666666666667,54.33333333333334,U,F,2021,Ceara
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",1,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,3.333333333333333,4.333333333333333,4.333333333333333,5,6.333333333333333,9.333333333333334,11.66666666666667,11.33333333333333,17.66666666666667,22,23.66666666666667,154.6666666666667,276.6666666666667,U,F,2021,Ceara
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,3.666666666666667,5.666666666666667,2,6.666666666666667,29.66666666666667,36.33333333333334,26.66666666666667,26,26,24.66666666666667,18.33333333333333,16,17.33333333333333,11.33333333333333,9,13.33333333333333,15,54.33333333333334,342.3333333333333,U,F,2021,Ceara
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,9.333333333333334,4,1,1.333333333333333,2.666666666666667,4,11.33333333333333,14.33333333333333,13,22,18,15.66666666666667,19.33333333333333,23.66666666666667,26.33333333333333,25.33333333333333,30,83.66666666666667,325,U,M,2018,Ceara
032-052 NEOPLASIAS,0,4,5,6.666666666666667,5.333333333333333,7,8.333333333333334,14.66666666666667,19.33333333333333,27.33333333333333,48,75.33333333333333,96,128.3333333333333,149,164.6666666666667,163.6666666666667,280,1202.666666666667,U,M,2018,Ceara
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,1.333333333333333,1.666666666666667,0,0,0.6666666666666666,2.333333333333333,1.333333333333333,1.333333333333333,2,1.333333333333333,2,2.666666666666667,0.6666666666666666,2.666666666666667,2.666666666666667,2.666666666666667,4,11.33333333333333,40.66666666666666,U,M,2018,Ceara
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",2.666666666666667,0.3333333333333333,0.6666666666666666,1.666666666666667,0.6666666666666666,1,2.333333333333333,2,3.333333333333333,8.333333333333334,12,12,29.33333333333333,23.33333333333333,36,38.33333333333334,45.33333333333334,104,323.3333333333333,U,M,2018,Ceara
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,0,0.3333333333333333,0,0,0.3333333333333333,1,1.333333333333333,4.666666666666667,8.333333333333334,11,12.33333333333333,12.33333333333333,12,9.333333333333334,9,7.666666666666667,6.333333333333333,25.33333333333333,121.3333333333333,U,M,2018,Ceara
060-063 DOENÇAS DO SISTEMA NERVOSO,6,5.666666666666667,4.666666666666667,3.666666666666667,6.666666666666667,5.333333333333333,3.333333333333333,7,6.333333333333333,6.666666666666667,8.666666666666666,8.333333333333334,9.333333333333334,8.333333333333334,11,16.66666666666667,23,86.33333333333333,227,U,M,2018,Ceara
064 DOENÇAS DOS OLHOS E ANEXOS,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,U,M,2018,Ceara
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0.3333333333333333,U,M,2018,Ceara
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,3.666666666666667,2.333333333333333,0.3333333333333333,1.666666666666667,2.666666666666667,9.666666666666666,9.333333333333334,19.33333333333333,33.66666666666666,49.33333333333334,68,117.3333333333333,139,168.3333333333333,204.6666666666667,241,271.6666666666667,709.3333333333334,2051.333333333333,U,M,2018,Ceara
